episode_id,task_id,length,pass_event,exit_event
repair_episode_v3_23bd1a9a3969e6ab6312c3ba40b244844fc1c5b300c67af877a953940b24608f,ex_7_2_3,1,1,0
repair_episode_v3_25e5081c9966f450be04848d1f167752f7efe1285ab5417c46218733bf48f604,ex_14_2_1,2,1,0
repair_episode_v3_2700b352929d2103102aa7c700b1ebea0da793ad42736fa89d43ce8d1dbfb69c,ex_12_4_2,2,1,0
repair_episode_v3_292a85e62c11e460700b2a675f616253d4a6143dea03f25bb906c7caba2aba2e,thm_7_9,1,1,0
repair_episode_v3_2ad47e352c7780e71f5542ccdcc5f435d90a06bd07bcd14b76fe0fa1f1344aa8,ex_4_4_1,1,1,0
repair_episode_v3_2be49a06545d502a24fd9cdb181fda6265ace67a6ecaa73fd467722b4ecd6844,def_2_4,1,1,0
repair_episode_v3_2f6ba68bcd5353f3ee326f12ccb3c14206bfdb924ed7ce4a730844ec6ae80f0a,ex_10_3_2,1,1,0
repair_episode_v3_2fc9aec11ca68a444eebd2ec0b4831dd54a2584b2a7d8203595f330e5df7f185,ex_7_4_1_variance_of_a_random_variable,1,1,0
repair_episode_v3_30eae406905afecbcdf4af6eb0ec5c6ffc90d71da298043bff7232f046b2a2e8,thm_7_8,1,1,0
repair_episode_v3_3427586c6564d01a1f747c282b227eeddcc93aa4231f0bc942955a85d3bff92d,ex_13_6_2,1,1,0
repair_episode_v3_3526f5252bdbee8d3446e091ad4b7b92e0677e1afb85e95cf886226dc17d9584,prob_3_9,1,0,1
repair_episode_v3_35e72d0218814f22c254a41bf00ee4b56cf336fecb77b9889b2ddeced096fd28,prob_3_2,1,1,0
repair_episode_v3_360e8b51d0d7b9e69f9df6333fed4bf05728b28782a8fa1d164469e2458df8da,ex_8_1_3,1,1,0
repair_episode_v3_37eef5e3934ff4d512d168864295fc8fdaabfd06d78ef670ae9e2aa797a919e0,ex_13_5_1,1,1,0
repair_episode_v3_37f0610806a0e30f031d4d33e5b38f32f7fd23ccc90bc777be8a0136a400eb2a,thm_13_12,2,1,0
repair_episode_v3_38f0d8471bb46a4c953180d67648185669bd856f61f7116a2262cc5afec22a3c,ex_1_3_1,1,1,0
repair_episode_v3_3ae761e326e43669cda5ac80d46bcb025eb48c67f29f462cff48131eeef40d85,def_12_2,1,1,0
repair_episode_v3_3d36f437e141070ca5fe1eb9ca3f1d934dedc1db175194e7d040eea8fcfa25a6,ex_7_2_2,1,1,0
repair_episode_v3_3dd78df0162485a1af4e485d615c402ddf646e559d37258991745970541361c0,ex_4_4_3,2,1,0
repair_episode_v3_410008ea1a0f584b7b51ec1f54ef4f698bed1a03695614bb48fe05b9925fefee,thm_1_4,1,0,1
repair_episode_v3_4180606ae38f93e100cf0cee3e03ca837b254685008c1db39a6a4e2a119745f5,ex_6_5_1,1,1,0
repair_episode_v3_4507cc8074bea76d29e52f9c8188c91eafb65776c345d36e933d5210071458df,ex_6_4_1,1,1,0
repair_episode_v3_4800e1559e366465b42e97be3185e21d238f60c0dcb6f962f87e8a624df7067f,thm_13_3,2,0,1
repair_episode_v3_494b43bf3344135509f210f8c094203d288eee7f190c0ac54d08a6e9e0e22a35,prob_14_12,2,1,0
repair_episode_v3_49940a984003c1580116c84d9a7a7325bfd9522a4309ddbb09234f0ef79c8a9e,prob_7_3,1,0,1
repair_episode_v3_49bc90e851f3477e20286c45949de682a69a9085e54889d3723eed964b78c60c,ex_6_4_2,1,1,0
repair_episode_v3_49c2f3d882e0e72068b6b590bc6d57e36dd98ed9694503d892fac475ed319bdb,ex_13_6_1,1,1,0
repair_episode_v3_4d3271f7cd409cfa862ee314c72233abd316b08c68213691413a7ddfe0a079af,thm_2_6,1,1,0
repair_episode_v3_4ed17cab7d565d3dbc445d43d940f4d6f66ba3f50aa1eb05d4f165828445e5f1,thm_1_1,1,1,0
repair_episode_v3_50d0a10365ee5632762c249d877a40b619e2b100a0224e07530144811c55ede9,thm_5_11,1,1,0
repair_episode_v3_5177aa84cecb6ed0b995ae4b94854764af9731db3e2341109f2152159f677365,prob_14_7,1,1,0
repair_episode_v3_520410652474ce027a5c0b79da8e9ed467d2ab2fd39ccd5f2db7f2bb034caed7,thm_13_16,1,1,0
repair_episode_v3_524aa0b80a22c9052fcf0bb5a0245626310469f19dd976d98c7359d7064082ed,prob_11_9,2,1,0
repair_episode_v3_527469a29017852b5da61fff54882d7f0bf7ed7cc533c3e7887ca76310df9fc0,ex_14_4_3,1,1,0
repair_episode_v3_528023d18435ab10c0e15bf14f838baeb9b44ff6f7e285d08142bd27c6d2cbb3,ex_7_3_1,1,1,0
repair_episode_v3_52a30f42307f43bd3c72f26b1dca4efb5ec61f4bc1df9cfeeafac5c279125379,def_3_2,1,1,0
repair_episode_v3_53a76c76baede84421ca8e223ef23f61adc1b610d3a3b57cee7d5f344f41693f,thm_14_3,1,0,1
repair_episode_v3_542c39f528776eba6581f9cd49f213966e83b36bd4d27da3b3e2d7adac0789bb,prob_1_4,1,1,0
repair_episode_v3_563dbcbc5190a0bf6be9ed4d4b8ded14f9186bf8cf8b929dc582d620a6c26966,ex_13_6_3,1,1,0
repair_episode_v3_57ef8726937a1101a9135d3ccb55de460739a5040310371264758bcff3ec370f,ex_4_4_2,1,1,0
repair_episode_v3_581443cb3e6074b6251e0864b06845eea3157f8599e01fb0631a16aee025510c,ex_13_3_1,1,1,0
repair_episode_v3_58d28bd6b132bef29eed3f4edca5114978a1170d5e9c215800b7eb6026d3256c,thm_7_13,1,1,0
repair_episode_v3_58e5e538ce6bbf0005b2742370d3bd4ace22c8791b38ad0536d0d34d88a3f7ae,prob_14_8,1,1,0
repair_episode_v3_58f6b3950a7843f3fab84e9aecc630557341b7c150106184a0d12ca29f2880f6,thm_12_3,11,1,0
repair_episode_v3_5c3bec8c8344190d196242b9f2782a828c8b6a274423e396aedb46c0d73a5812,thm_14_2,1,1,0
repair_episode_v3_5d6a93f062ebd672bc1cb130d6f639df7c0ec9351681171139d3936def1fe478,prob_8_6,4,1,0
repair_episode_v3_5da8b1bdf3bfae4d50f7379b574f825614d7a1c3f334cb5f38425828b2637e4e,prob_11_6,1,1,0
repair_episode_v3_5df147ce3512c52e23b8299f9c236eafb088bd8d031347ea14ce732ec1940dfa,prob_10_7,1,0,1
repair_episode_v3_5e54427f373fd316805a18ab3fb0e25f928e96abfed08d2ddb5ed9e0e188f315,def_4_4_polar_form,1,1,0
repair_episode_v3_5e97581b5f292dda18c9e488f151025b4efc1a4137304040fb6ebf85c62c8ffd,def_9_2,1,1,0
repair_episode_v3_5ed93a37c8f57d2975b35a40a9ad8133ad008b69e2158aca3d30cd3084e8d9d3,ex_4_2_lebesgue_borel,1,1,0
repair_episode_v3_600b16868ee838a0220da496d75c86a258c9c8bbec36d670b43e29b5e5849f00,ex_10_1_1,1,1,0
repair_episode_v3_61346acf41e003abbac6eb9c7f0425ff5b4c4213891d2bae35e0d12ae6f7aed9,def_13_3,2,1,0
repair_episode_v3_6261869d66f07255e299561a93ef52c0a7fe9cfc41cd1d344e9d8ef5d91884d7,thm_4_7,1,1,0
repair_episode_v3_6271e0a83585957511d1a1b083a5d902c12377a456634ac1af515381399e25c8,prob_1_3,1,1,0
repair_episode_v3_6326c5ce71e59f91a904659b48626562b7c0836de204959f2da470ce5390b6ba,ex_5_3_1,1,1,0
repair_episode_v3_673c97beeb235a1f53279b437bf9f79454f99857963559ce328e5b35a0560bb5,thm_9_3,1,1,0
repair_episode_v3_674050b0337b17bb816a2075dbca8b471b455c53a0eec613698b1aa0491a6779,thm_4_7,1,1,0
repair_episode_v3_680918e9ead9ad48c3210a717bdd5fbe0bcfc2fb1448434a8de4b9f7aaca20c6,prob_10_1,1,1,0
repair_episode_v3_69249b9f7779415a9d777eddd7ab6f388e7a2b4358134026b46b862ec28499de,thm_13_2,1,1,0
repair_episode_v3_693e73ac9cfda67219f003686f3dc9452db77016d53109476b5b9d1e297f9708,prob_7_8,1,1,0
repair_episode_v3_6a947bf61926d07c1a59d4a046af53ea8b7cbafa5e077e33b6cebfd4f8457649,prob_14_2,1,1,0
repair_episode_v3_6dd81b8bead7ef2e313206400d4e1bcfb1161e74da13e3ec32f82a22b4e21538,prob_7_3,1,1,0
repair_episode_v3_6e59e7390e639a1d914ee746810fef7ac4a9d6271ba8e8765c70cdd7f05632c1,ex_2_1_1,1,1,0
repair_episode_v3_6f802d0774f085d24a1852a44fa56ec8ce29638a9df39a100b1aa626c8ce3f10,thm_4_4,1,1,0
repair_episode_v3_7063a960257740dab74de125096a98f885eb588ae781b261feeccb404ce4f484,thm_13_10,1,1,0
repair_episode_v3_7226077d76d1dda835e7701a92afe5ff20f4396b90732207b423da5f959fa863,prob_9_2,1,1,0
repair_episode_v3_72f6f92bbeb12cad84f04747827385b34eb8300a6fd8847f87b77a2f40de8523,ex_10_2_2,1,1,0
repair_episode_v3_73e74f258e3aca723d2f4377ffbab88053ed4ecb013392e7901d536e8baa8f7e,prob_8_7,2,1,0
repair_episode_v3_75d51abfc90614c82126e776136d3e1f879e9293003067f063bab50713be02c7,prob_11_8,2,0,1
repair_episode_v3_75ed461c0b804a2116940a7f091d5895634d6faa421b96d412fc31024d80d412,prob_13_11,2,1,0
repair_episode_v3_777e1e5108eebaa1e8aaa688ce4c3a1b73e5f2c62c1bd723d8cf9ff026f02571,prob_10_8,1,1,0
repair_episode_v3_78a4913f6126ad2fba4cdb3c7eb55c08363defaa140d56ded89d50932d77ecb4,prob_10_5,1,1,0
repair_episode_v3_79265ec18529df603b9ef864f166d48311ca42e2ff4cb417f47274b83608e1a7,ex_5_2_2,4,1,0
repair_episode_v3_79b38ddbc2b9ad679933118dd42d06e5fdb5f4ccdb6fa5d4cae538cea256aa6c,prob_11_9,2,1,0
repair_episode_v3_7a42a3a9d9150877d8e1fc18ba35365cef51884364847d34b661364df7d18dee,thm_2_7,1,1,0
repair_episode_v3_7a581b61d0dd41498f96f7dee9971aef210dd579ce2abf2b1172233567246fd8,thm_7_10,1,1,0
repair_episode_v3_7af749e7db929435b267167baa20c9c1ec8572d66a07ef20eca61e7f3eba1461,prob_4_13,1,1,0
repair_episode_v3_7c25b0182a5baaf95da04e99cf48342cd0ea78c16d9213670146f315e198c706,ex_14_4_1,1,1,0
repair_episode_v3_7d13101112024ced5550be93cfcdedab67f2202d4979f9e82abe80d3d52f3b0e,prob_7_7,1,1,0
repair_episode_v3_7ecf50f43b5381efa4e409dfc6153f94d0022657e8eca5b6db096af98b125064,ex_8_1_1,1,1,0
repair_episode_v3_800d38e9d12a0a3e548a78fd88e841b2068910ef9811a157eb992afdaa0470de,ex_3_1_4,1,0,1
repair_episode_v3_80a67d6395b3c4b6379ec6ae9330b11e74112c9b7f57f5ecaf3659ce444d93db,prob_12_1,1,1,0
repair_episode_v3_810fc554355ed8208fa012f11150102dedbdd0d69b99d79dc0c45fc7ca6a5eaa,thm_9_3,1,1,0
repair_episode_v3_81a7419e0aea22a555d5a4c553aa158f69711a7e9986a7296d33b9d93235fa13,def_12_3,1,1,0
repair_episode_v3_8202638edaefa3594e29f9f687aa1ceb05c750859ae7c513a0604828ee4786d8,def_3_2,1,1,0
repair_episode_v3_8239e8229099f2b04004d32cf3166cf04f170258a4beb1ef984af962be53a5db,ex_6_1_1,1,1,0
repair_episode_v3_8288aaf0ebf26766d9b47fd0058b3490c27b731616866c7a7a707827aee9d1a3,thm_9_1,1,1,0
repair_episode_v3_837060cb604dde679ff29f692d5aa57b24f6fb9a6f58df4fe3620fa2ea23b310,def_7_2,1,1,0
repair_episode_v3_83784576ce16dadb8f28567f043426591b3d4c9560636e364873a0c261b9bc4a,thm_7_12,2,1,0
repair_episode_v3_8689dbb6108799bfa1c7ae93a9873b473d38d149d066eeaaf16f330bb8cc728b,thm_4_5,1,1,0
repair_episode_v3_8789c2836275158eebb0cef1943a7c78c0de21e72bdcee12ae31b6dd03a6f453,def_3_6,2,1,0
repair_episode_v3_8909b88879e67f80013216c21ef9c920b3e81498c34618056543e0e514b29e75,prob_9_3,1,1,0
repair_episode_v3_89519d88e492edadffce0665fae39b11c3484d4d3a08eb6490a3672a2458b48b,ex_2_2_1,1,1,0
repair_episode_v3_89b81ec4a04334695622643a3cefdb67d32e754d8c2a4c4b70c6c5f5bd7cf7cc,thm_3_2,1,1,0
repair_episode_v3_8b7d041118fe14529d3d80e518d0a88441bf5f487b4ed91e555c2d8ff3bff4ce,thm_6_2,1,1,0
repair_episode_v3_8c9d36bb48e69794c4306757c8647a9700f7f72e065d25f27b40a90013bcb38b,prob_10_9,1,1,0
repair_episode_v3_8d03a73e2119eb36920efed9e41c7199a9e248c95313d29d954c81a88401b082,thm_13_2,1,0,1
repair_episode_v3_8e1b881958924188b52d18946c92b603b8f186a52728fee8fd2c642c3d4eb146,def_8_4,1,1,0
repair_episode_v3_8ea16b847fc500cf8869e8be6d62a72eb05344f91e7d9a20420ba138cc5e66a6,prob_14_1,1,1,0
repair_episode_v3_8f0f5bfa0bd68b3e128363b1eae2ea4882bb933117b52d772fd2600b92e6314b,thm_6_7,1,1,0
repair_episode_v3_8f250b15576ca93ae2c019d86ab5458ec832ff2ddba7721ec13ad8d07d2ba400,ex_4_1_indicator_examples,1,1,0
repair_episode_v3_8f6fccb33bfbbfb558ecf2b14fb4fa162274d243734b9d32fc472e0da0428f64,ex_1_2_3,1,1,0
repair_episode_v3_9204617b537759e38948e5eba543625b9cd3cdbdd4d10c8ea55aaa8890eb1ecf,ex_5_2_1,4,1,0
repair_episode_v3_941afcb1377c58506acc6c9eefa20068127d40a57db2aaa35cc091e4e6a2991d,prob_3_9,1,1,0
repair_episode_v3_96640cf7f2d38d44d33941d5e904503362ccf2cd2ddf879ae522808f6ca6ad0c,ex_1_2_2,1,1,0
repair_episode_v3_968a6019e4396b8ca9622eb6e589a6f0fba4086e1bc17937a9aeb8aafaec08ce,thm_3_4,1,1,0
repair_episode_v3_97ccec9a1035fda4c8b9a4147d258fb78b07d83a95522235f149cc983494e53d,thm_2_8,1,0,1
repair_episode_v3_98f26d18e0b8fdfeb0f4cad81b76674c9a29f8ac198c879b5ff83945d8fc11a8,prob_1_6,1,1,0
repair_episode_v3_9924ec55f43e1e7ab91e87b80a0671631f58f83a35cb330bc11acaaf57ba738c,ex_8_1_2,1,1,0
repair_episode_v3_99a595a1ef786dfa98bc91949cf3f7c132490070e89720e06665dd089d5e66fe,thm_6_1,1,1,0
repair_episode_v3_99d93e677df648103fb9ff755a7f927c47f1084e3645215c677f14c0d63b4a35,ex_12_2_1,1,1,0
repair_episode_v3_9dffaac5570f9ec0772c83c18fcf90829aaceee966af10498255770b8b084603,ex_10_3_1,1,1,0
repair_episode_v3_9e30a313ee7b4626e65b1ec402f60d7b56bd2ca8a7f9c424e15c62d163ead815,thm_7_7,1,1,0
repair_episode_v3_9f0e7c8e715e7da56e742bf1e43b9fdb8336b341185ff8da8cda9a51bd1f0b7a,thm_7_8,1,1,0
repair_episode_v3_a218fa919defb3bf5a7deee93c47634c1257e039665ebeb6c4c748f341a2031c,ex_14_4_1,2,0,1
repair_episode_v3_a22f013594b7958765773ab90cd5def9d9db4edfd32024e150b64e6f686f6d93,ex_14_4_1,1,0,1
repair_episode_v3_a53928bdafa91eec442ff5047c043f0f174b1d3de9afbb48050ec62a0262b141,prob_14_11,2,1,0
repair_episode_v3_a5c41fea72d1c22b7d28744f58139d50f18d8162fd23919c9c3d7a225c4f5ca7,def_4_4_polar_form,1,1,0
repair_episode_v3_a7e04739132d8846295d6628efde483c0555b6ad0b2d2fbc0f9469c2a8f5ad9b,thm_13_18,1,1,0
repair_episode_v3_a815df64cfe02256ec6d6f02cda14d242620080b29ec40ced7a4f6b76b2ac403,prob_9_3,1,0,1
repair_episode_v3_a92e49d87f1b6acdb73e12609dab3d2f21bbbdb4760923dba11870c845800294,ex_13_6_5,2,1,0
repair_episode_v3_a9d7f0a7ac23f448014d27b6340b3f22f2daf9d4ea1ac75abe9146d955a398c1,thm_1_3,1,1,0
repair_episode_v3_ac080b19a5e1f989459bc21b5d694bfdc26eb21dffc91f4c003baaaba49b32f8,ex_4_4_1,1,1,0
repair_episode_v3_ac380b7aeaa2b23abb057be599b0f8eee62fb00c4763cebb10a12d76f4808991,prob_11_3,1,1,0
repair_episode_v3_acc09c87e8dae3b63c629941c03e1a28b06bb293b3b43c6869b3478bf7d6acfb,prob_14_2,3,1,0
repair_episode_v3_b0d83b7f7e409d2f68a3529eb152609048e43132dbf477e22a65919422b86fd5,def_13_2,2,1,0
repair_episode_v3_b358984b23dd547cbe846fac24c6270de9bd98031dcffff37a154e8806630d66,prob_8_2,1,1,0
repair_episode_v3_b38bed75c551c562847aa37accd5e5d2fe40a5ceedbcb3808abc5fb158a87292,thm_8_5,1,1,0
repair_episode_v3_b3ec910df1f8dc466ab8c7b882bddcc9cbb07a79b00876524482481fd1701334,prob_6_3,1,1,0
repair_episode_v3_b47f301d9f76c629f12de8843017273fa5961e6b77cad2fe8bac00aa91f04f45,thm_2_8,1,1,0
repair_episode_v3_b68f4f534873c38ad83482b495687dbd8cfd73104e57f37b08f320f295ba4460,def_12_1,2,1,0
repair_episode_v3_b68fe00153f5c9d198ebbe218e691c413baa1015216cd0e41b9c0ff57bff8273,thm_1_2,1,1,0
repair_episode_v3_b887d6c4832a30e9acde6c23aa533eda15a8d15afe601ce25ac439e86c683718,thm_2_4,2,1,0
repair_episode_v3_b8ded7bfb2f97d5538d6775a48ecb9d52eb93566f43de1ac20724138ae5cd78c,ex_14_4_3,1,0,1
repair_episode_v3_b9e79a8155229f67c57eb39fea8cc13090c3240cf8f559b835e7e6b24d27fbb3,prob_14_8,2,0,1
repair_episode_v3_bad36ff37986760c604a55e50dbc19027f3fd9cd1230bbcaf729e742740af943,prob_3_6,1,1,0
repair_episode_v3_bc0101e374e3eb7a06cc548a02c8160359e5966413ececf6e44ba99ddf5c31c8,thm_9_7,1,0,1
repair_episode_v3_bc5f6158178eab4c1c8500d3309ae1b3e93ed4d1e4ed003a5d223bc646d9744e,thm_9_2,1,1,0
repair_episode_v3_bc68cc6d5e086407bb680fd907de89f96b15bff0af02438e13a15a54789743db,thm_3_7,1,1,0
repair_episode_v3_bdb9ffcbbc9667acdbd7d3c354bbc7b6eaacf124aa5438595cabc6dae710d778,thm_12_4,1,1,0
repair_episode_v3_bdfa2a08d30f76654a0bbd156a92edea1c2703e54c66a204626cbd95cad853bf,thm_6_6,1,1,0
repair_episode_v3_be61537b08fe2a7334b6ae4c5b873434d227fa3366825eab10cdcbebbe22cc06,prob_13_7,1,1,0
repair_episode_v3_beb16a37220385ae5c5ed446a7ed9aa52f357238026e46e39f3a89f83835fbf5,thm_7_11,1,1,0
repair_episode_v3_bef22de9cc9c30e77a550b493599126e8705da7731c31101f82db3a69eabfacd,ex_5_1_1,1,1,0
repair_episode_v3_c06b383155195fd63b106a2feb9d69bd9a4f353b13e0afcca3b50facb339f67d,thm_7_1,1,1,0
repair_episode_v3_c0c9b0ccf8a94cdd2da8914eb423cb5972feb9d90553e072dbe395dea1b5d39b,thm_3_9,1,1,0
repair_episode_v3_c178785b52eb3bd8c63b31fc5f7dea48d5e21d09bb2b5c084f5bfa7403886532,ex_7_2_1,1,1,0
repair_episode_v3_c80761ec76fe8a40f686369351e03739dfd3ad87d93d1b91bc93c70829bc97eb,ex_4_4_2,1,1,0
repair_episode_v3_c90502cf1904dc6b95102bc752d799deb93b199c7c35e830c0c1098d99e98306,thm_14_7,2,1,0
repair_episode_v3_c987abebcc9dbfc38632431aabcc0c8377ea4391877d3c0fe2574ddc9d9df400,thm_9_6,1,1,0
repair_episode_v3_cd38d6518688cd1c6a25a80f031526519e53e6c0c52f8c6ad018bbaa799cbd1b,thm_6_2,2,1,0
repair_episode_v3_ce1e60f958062c868052de25e6b5ec9b88b1616b6bbe656523a06689222b6967,thm_4_6,1,1,0
repair_episode_v3_cebd9d0fff33dae9767fe5c8b8e46aa960f721e6795485780180378825248b9a,thm_6_7__lemma_1,1,1,0
repair_episode_v3_cf12dfc8716bc10d37f7e52ad3c0dba510cf597e6d8b5e89fb72a03b78b54af0,prob_14_1,2,1,0
repair_episode_v3_cf18eb56feec78b8594ccf841fe1e0104563a9d1aa90e26e254be133eeb27089,def_6_6,1,1,0
repair_episode_v3_cf75a25481137dd50e3bc9d3bf669861c7a4d219129e4137ccb2038bf2c1c2d9,ex_14_4_3,2,1,0
repair_episode_v3_d1e6841a7c5482c6d20edfa7e7e65ffe2ca2c794006b1df9efd7fdee993c9ab8,thm_3_1,1,1,0
repair_episode_v3_d37009f5fcd5653f888a05157c6b479582f4c9c3d8151da45aee6869ff515004,def_8_5,1,0,1
repair_episode_v3_d3a687769b183689927e0632c4468ead553050886b2377a4f790f62af29df69e,ex_7_4_1_rayleigh_distribution,1,1,0
repair_episode_v3_d4e9a8549cde6ed255b38c27eb00a3a1541e10d8f0bd986a56921c632ec0c0e7,prob_13_8,1,1,0
repair_episode_v3_d501681753b162b923a7c9608f643998db46d552ad362576811f491c29728408,ex_12_4_1,2,1,0
repair_episode_v3_d51b23b613157bf62afd2819a0a13afdef0be187ea9bcdb5fa3b3853d79b1cc8,prob_1_4,1,1,0
repair_episode_v3_d9d386d30ff66b6e28a3ff028907bdaaa09c51bd0f9040b34e91dbdaf62e76d4,prob_1_5,1,1,0
repair_episode_v3_daf5cafd3a6e41d6981eb0fb39f0d758279e78a92ad9f058096eed7c8f2bf911,thm_6_5,1,1,0
repair_episode_v3_db5aab1868372dc8180caf278ef7b5168876fface66274797b6b70bbfa184ca3,ex_13_6_4,1,1,0
repair_episode_v3_de55f8b60e1ef5d02107fe0c6d6240e509a0649b6a3e24fff12dba55cfa77b95,thm_14_7,12,1,0
repair_episode_v3_df7a1d35f1aa322e31de3f8940cf0708214bcf4f417f5591626bab86e089c812,prob_14_2,2,1,0
repair_episode_v3_dfb7afa6a997924f8a2f0035d065c635f63c2d848910b7d8f09fdeeb6fd84cb1,prob_3_9,1,1,0
repair_episode_v3_dfd7b2ec5522126af72f5d47463b3685c0d39118b57e23548c7a560d68a7f7f3,prob_13_11,1,1,0
repair_episode_v3_e2898caee78afed61bf55b7a432f0d56a66864791c4ad665abbbf8e223117107,prob_2_5,1,1,0
repair_episode_v3_e36da1d2f56925c813b654cf3cd52e8446d294d2f57b3c432548bd811edade35,prob_14_1,1,0,1
repair_episode_v3_e48fef665611ca5af6f8bb56ef4cd445a5f995c2e309d896f57551b7911dae3f,thm_9_5,4,1,0
repair_episode_v3_e88a722ece0fbfbbe966f222a875aa0f3920c3a56dc3187a6b2914ae56d9628f,thm_7_9,2,1,0
repair_episode_v3_e8a0df65b8fd181a2dfd52c4714049812847a697009753335cf2f40300bbd4ef,prob_7_1,1,1,0
repair_episode_v3_e90d3867208756b2267085aa1619311653faaf1f00d437ba05fd158f1ccf143d,thm_13_8,1,1,0
repair_episode_v3_e923269e32d330841f8246c9f62845916a78182fce80482a1128047a40370397,ex_9_1_1,2,1,0
repair_episode_v3_e9cb8ad65225b0bfd51f9024e62e0ac0bb20fa2ac01cc17d4367a671a5fef50c,ex_10_3_3,1,1,0
repair_episode_v3_eb4cd35a99db604ceea8889cf4d8f482a4d29cd45e60f39a958c71b8a928efa6,thm_11_8,1,1,0
